"ranking","name","highSchool","position","height","weight","stars","rating","college"
162,"Giovani Bernard","St. Thomas Aquinas (Fort Lauderdale, FL)","RB","5-9","198",4,"0.9232","North Carolina"
163,"C.J. Olaniyan","Warren Mott (Warren, MI)","WDE","6-5","230",4,"0.9226","Penn State"
164,"Arie Kouandjio","DeMatha Catholic (Hyattsville, MD)","OT","6-5","335",4,"0.9224","Alabama"
165,"Calvin Barnett","Booker T. Washington (Tulsa, OK)","DT","6-3","330",4,"0.9224","Arkansas"
166,"Zach McCray","Brookville (Lynchburg, VA)","WDE","6-5","235",4,"0.9219","Virginia Tech"
167,"Eric Mack","Calhoun County (Saint Matthews, SC)","OG","6-3","332",4,"0.9218","Auburn"
168,"Marcus Lucas","Liberty (Liberty, MO)","WR","6-5","195",4,"0.9215","Missouri"
169,"Deontae Cooper","Citrus Hill (Perris, CA)","RB","6-0","205",4,"0.9209","Washington"
170,"Travis Dickson","Ocean Springs (Pascagoula, MS)","TE","6-3","235",4,"0.9208","LSU"
171,"Quinton Spain","Petersburg (Petersburg, VA)","OG","6-6","330",4,"0.9206","West Virginia"
172,"T.J. Clemmings","Paterson Catholic (Paterson, NJ)","SDE","6-6","265",4,"0.9205","Pittsburgh"
173,"Zack McCray","Brookville (Lynchburg, VA)","WDE","6-4","240",4,"0.9204","Virginia Tech"
174,"Kolton Houston","Buford (Buford, GA)","OG","6-5","270",4,"0.9192","Georgia"
175,"Tyrus Thompson","Pflugerville (Pflugerville, TX)","OT","6-5","290",4,"0.9191","Oklahoma"
176,"Mike Hull","Canon-McMillan (Canonsburg, PA)","OLB","6-1","215",4,"0.9186","Penn State"
177,"Jamel Turner","Ursuline (Youngstown, OH)","SDE","6-3","215",4,"0.9181","Ohio State"
178,"Brett Nottingham","Monte Vista (Danville, CA)","PRO","6-4","210",4,"0.9177","Stanford"
179,"Michaelee Harris","Northwestern (Miami, FL)","WR","6-0","187",4,"0.9172","Louisville"
180,"Carlos Thompson","Simmons (Hollandale, MS)","WDE","6-5","220",4,"0.9165","Ole Miss"
181,"Eric Kohler","Oaks Christian (Thousand Oaks, CA)","OG","6-5","304",4,"0.9165","Washington"
182,"Mike Thornton","Stephenson (Stone Mountain, GA)","DT","6-2","280",4,"0.9161","Georgia"
183,"Ronnie Vinson","Isidore Newman (New Orleans, LA)","ATH","5-11","186",4,"0.9158","LSU"
184,"Kony Ealy","New Madrid (New Madrid, MO)","WDE","6-5","230",4,"0.9156","Missouri"
185,"DeAndre Hopkins","D W Daniel (Central, SC)","WR","6-1","195",4,"0.9156","Clemson"
186,"Javarie Johnson","Dunbar (Washington, DC)","OLB","6-3","215",4,"0.9148","Maryland"
187,"Dominic Espinosa","Cedar Park (Cedar Park, TX)","OG","6-4","295",4,"0.9135","Texas"
188,"Eric Humphrey","Episcopal School of Dallas (Dallas, TX)","DT","6-4","275",4,"0.9129","Oklahoma"
189,"Alex Welch","Elder (Cincinnati, OH)","TE","6-5","225",4,"0.9124","Notre Dame"
190,"Geneo Grissom","Hutchinson (Hutchinson, KS)","SDE","6-4","230",4,"0.9123","Oklahoma"
191,"Craig Sanders","Ariton Sch (Ariton, AL)","WDE","6-4","257",4,"0.9118","Auburn"
192,"Corey Crawford","Carver (Columbus, GA)","SDE","6-5","250",4,"0.9118","uncommitted"
193,"Anthony Creecy","Southern (Durham, NC)","WR","6-0","196",4,"0.9115","N.C. State"
194,"Hayes Pullard","Crenshaw (Los Angeles, CA)","ATH","6-0","220",4,"0.9114","USC"
195,"Corey Cooper","Proviso East (Maywood, IL)","S","6-2","203",4,"0.9114","Nebraska"
196,"Dyjuan Lewis","Pike (Indianapolis, IN)","WR","6-2","186",4,"0.9112","Cincinnati"
197,"Giovanni Di Poalo","St. Bonaventure (Ventura, CA)","OT","6-4","260",4,"0.9112","USC"
198,"Louis Young","Good Counsel (Olney, MD)","CB","6-0","185",4,"0.9105","Georgia Tech"
199,"T.J. Leifheit","Hoggard (Wilmington, NC)","OT","6-7","300",4,"0.9105","North Carolina"
200,"Jordan Haden","Friendly (Fort Washington, MD)","S","6-2","202",4,"0.9105","Florida"
201,"Anthony Jefferson","Cathedral (Los Angeles, CA)","ATH","6-2","173",4,"0.9100","UCLA"
202,"Max Bullough","St Francis (Traverse City, MI)","ILB","6-3","225",4,"0.9095","Michigan State"
203,"Jalston Fowler","Vigor (Mobile, AL)","RB","6-1","246",4,"0.9094","Alabama"
204,"Devon Carrington","Hamilton (Chandler, AZ)","S","6-0","184",4,"0.9092","Stanford"
205,"Bryan Murphy","Don Bosco Prep (Ramsey, NJ)","WDE","6-2","235",4,"0.9092","Pittsburgh"
206,"Nick Rowland","Centennial (Peoria, AZ)","OG","6-5","300",4,"0.9085","Oregon"
207,"Kyle Baublitz","Central York (York, PA)","TE","6-4","254",4,"0.9074","Penn State"
208,"Ryan Ayers","South Paulding (Douglasville, GA)","CB","5-10","178",4,"0.9072","Georgia Tech"
209,"Jimmy Gjere","Irondale Senior (Saint Paul, MN)","OT","6-7","300",4,"0.9072","Minnesota"
210,"Evan Hailes","Oscar Smith (Chesapeake, VA)","DT","6-1","305",4,"0.9071","Penn State"
211,"James Franklin","Lake Dallas (Lake Dallas, TX)","DUAL","6-2","218",4,"0.9065","Missouri"
212,"Traylon Shead","Cayuga (Centerville, TX)","RB","6-2","215",4,"0.9064","Texas"
213,"Paul Richardson","Junipero Serra (Gardena, CA)","WR","6-2","185",4,"0.9063","Colorado"
214,"Kevin Smith","Centennial (Compton, CA)","WR","6-2","205",4,"0.9061","Washington"
215,"Greg Dent","Glades Central (Belle Glade, FL)","WR","5-11","180",4,"0.9050","Florida State"
216,"Chase Rome","Rock Bridge (Columbia, MO)","DT","6-3","290",4,"0.9050","Nebraska"
217,"Josh Furman","Old Mill Senior (Millersville, MD)","ATH","6-3","194",4,"0.9049","Michigan"
218,"Jordan Zumwalt","Edison (Huntington Beach, CA)","ILB","6-4","220",4,"0.9042","UCLA"
219,"Andrew Donnal","Anthony Wayne (Monclova, OH)","OT","6-7","285",4,"0.9041","Iowa"
220,"Kaleb Eulls","Yazoo County (Yazoo City, MS)","WDE","6-4","255",4,"0.9034","Mississippi State"
221,"Daryl Williams","Lake Dallas (Lake Dallas, TX)","OT","6-5","270",4,"0.9033","Oklahoma"
222,"Scotty Young","Ryan (Denton, TX)","PRO","6-3","185",4,"0.9033","Texas Tech"
223,"Skyler Schofner","Big Walnut (Sunbury, OH)","OT","6-7","276",4,"0.9032","Michigan State"
224,"Alex Crosthwaite","Cathedral Catholic (San Diego, CA)","OT","6-5","298",4,"0.9031","California"
225,"Aaron Franklin","Marshall (Marshall, TX)","OLB","6-1","205",4,"0.9024","Oklahoma"
226,"Kenneth Carter","Greenville (Greenville, AL)","DT","6-5","267",4,"0.9019","Auburn"
227,"Jalen Fields","Dalton (Milledgeville, GA)","SDE","6-5","250",4,"0.9017","Georgia"
228,"Nick Perry","Prattville (Prattville, AL)","S","6-1","205",4,"0.9016","Alabama"
229,"Jackson Richards","Southlake Carroll (Southlake, TX)","WDE","6-4","245",4,"0.9014","Texas Tech"
230,"Thomas Ricketts","North Allegheny (Wexford, PA)","OT","6-6","265",4,"0.9012","Penn State"
231,"Carlton Martin","Madison Central (Madison, MS)","DT","6-2","270",4,"0.9006","Ole Miss"
232,"Marvin Robinson","Lake Region (Eagle Lake, FL)","OLB","6-1","190",4,"0.9003","Michigan"
233,"Mylan Hicks","Renaissance (Detroit, MI)","CB","5-11","182",4,"0.8999","Michigan State"
234,"Kareem Martin","Roanoke Rapids (Roanoke Rapids, NC)","WDE","6-6","222",4,"0.8997","North Carolina"
235,"Ricardo Miller","Dr. Phillips (Orlando, FL)","TE","6-4","225",4,"0.8995","Michigan"
236,"David Wilkerson","Monte Vista (Danville, CA)","ILB","6-3","235",4,"0.8989","California"
237,"Kacy Rodgers","Carroll (Brownsville, TX)","S","6-2","185",4,"0.8975","Miami"
238,"Brandon Coleman","Bishop McNamara (District Heights, MD)","WR","6-6","200",4,"0.8970","Rutgers"
239,"Alex Kenney","State College Area (State College, PA)","WR","6-0","194",4,"0.8969","Penn State"
240,"Bryan Bennett","Crespi (Encino, CA)","PRO","6-3","185",4,"0.8968","Oregon"
241,"Fre'Shad Hunter","Cary (Cary, NC)","DT","6-4","250",4,"0.8958","uncommitted"
242,"Jeremy Johnson","Silsbee (Silsbee, TX)","ATH","6-2","175",4,"0.8958","West Virginia"
243,"Delvin Jones","Miami Palmetto (Miami, FL)","ATH","6-3","230",4,"0.8955","Ole Miss"
244,"Blake Sims","Gainesville (Gainesville, GA)","ATH","6-0","212",4,"0.8954","Alabama"
245,"Chris Ward","Mater Dei (Santa Ana, CA)","OG","6-5","300",4,"0.8951","UCLA"
246,"Isaiah Lewis","Ben Davis (Indianapolis, IN)","S","5-11","190",4,"0.8949","Michigan State"
247,"Jibreel Black","Wyoming (Cincinnati, OH)","SDE","6-2","253",4,"0.8944","Michigan"
248,"Neiron Ball","Jackson (Jackson, GA)","WDE","6-4","210",4,"0.8943","Florida"
249,"B.J. Butler","Osceola (Kissimmee, FL)","SDE","6-2","254",4,"0.8942","Louisville"
250,"DaQuan Jones","Johnson City Senior (Johnson City, NY)","DT","6-4","302",4,"0.8938","Penn State"
251,"James Wright","Belle Chasse (Belle Chasse, LA)","WR","6-2","180",4,"0.8938","LSU"
252,"Johnson De'Joshua","Pahokee (Pahokee, FL)","WR","5-11","150",4,"0.8938","Florida State"
253,"Seth Betancourt","St. Joseph's (Philadelphia, PA)","OT","6-6","285",4,"0.8937","Boston College"
254,"Matthew Wells","Lawrence County (Monticello, MS)","ATH","6-0","190",4,"0.8928","Mississippi State"
255,"Storm Johnson","Loganville (Loganville, GA)","RB","6-1","217",4,"0.8924","Miami"
256,"Tavadis Glenn","Terry Parker (Ellisville, MS)","DT","6-5","265",4,"0.8923","Miami"
257,"Erick Dargan","Pittsburg Senior (Pittsburg, CA)","S","6-1","200",4,"0.8921","Oregon"
258,"Scott McVey","St Ignatius (Cleveland, OH)","ILB","6-0","218",4,"0.8918","Ohio State"
259,"Austin Woods","Rockwall-Heath (Rockwall, TX)","OC","6-4","295",4,"0.8917","Oklahoma"
260,"Chandler Whitmer","Comm Dist 99 - South Sch (Downers Grove, IL)","PRO","5-11","190",4,"0.8917","uncommitted"
261,"Joseph Randle","Southeast (Wichita, KS)","ATH","6-0","180",4,"0.8917","Oklahoma State"
262,"T.Y. Williams","Shaw (Cleveland, OH)","WR","6-7","211",4,"0.8914","Ohio State"
263,"Nick Montana","Oaks Christian (Thousand Oaks, CA)","PRO","6-2","177",4,"0.8906","Washington"
264,"Caleb Lavey","Celina (Celina, TX)","ILB","6-4","210",4,"0.8904","Oklahoma State"
265,"Tyler Gabbart","West (Ballwin, MO)","PRO","6-0","190",3,"0.8899","Missouri"
266,"Tyler Gabbert","Parkway South (Ballwin, MO)","PRO","6-0","190",3,"0.8899","Missouri"
267,"Daniel Noble","Marcus (Flower Mound, TX)","DT","6-4","275",3,"0.8898","Oklahoma"
268,"Deantre Lewis","Norco (Norco, CA)","RB","5-10","189",3,"0.8896","Arizona State"
269,"Aaron Donald","Penn Hills (Pittsburgh, PA)","DT","6-2","260",3,"0.8893","Pittsburgh"
270,"Joseph Powell","Skyline (Dallas, TX)","WR","5-11","175",3,"0.8889","Oklahoma"
